"effort","total_infected"
0,3273
0.01,3251
0.06,3198
0.11,3085
0.16,3019
0.21,2928
0.26,2875
0.31,2726
0.36,2629
0.41,2478
0.46,4
0.51,4
0.56,4
0.61,4
0.66,4
0.71,4
0.76,4
0.81,4
0.86,4
0.91,4
0.96,4
