"effort","total_infected"
0,3273
0.01,3268
0.06,3242
0.11,3191
0.16,3118
0.21,3062
0.26,2961
0.31,2866
0.36,2804
0.41,2676
0.46,2582
0.51,2489
0.56,2348
0.61,2071
0.66,1916
0.71,1740
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
