"effort","total_infected, edges_closed"
0,1281
0.01,1255
0.06,1266
0.11,1284
0.16,1259
0.21,1291
0.26,1266
0.31,1267
0.36,1247
0.41,1271
0.46,1250
0.51,1250
0.56,1267
0.61,1269
0.66,1283
0.71,1256
0.76,1235
0.81,1247
0.86,1259
0.91,1273
0.96,1275
