"effort","total_infected, edges_closed"
0,1247
0.01,1275
0.06,1379
0.11,1452
0.16,1486
0.21,1560
0.26,1632
0.31,1633
0.36,1733
0.41,1783
0.46,1820
0.51,1827
0.56,1857
0.61,1760
0.66,1158
0.71,485
0.76,422
0.81,427
0.86,421
0.91,440
0.96,415
