"effort","total_infected, edges_closed"
0,1237
0.01,1276
0.06,1406
0.11,1490
0.16,1527
0.21,1577
0.26,1601
0.31,1653
0.36,1714
0.41,1734
0.46,1824
0.51,1867
0.56,1830
0.61,1754
0.66,1194
0.71,458
0.76,420
0.81,420
0.86,412
0.91,420
0.96,423
