"effort","total_infected, edges_closed"
0,1260
0.01,1280
0.06,1378
0.11,1481
0.16,1516
0.21,1577
0.26,1601
0.31,1642
0.36,1697
0.41,1755
0.46,1804
0.51,1858
0.56,1828
0.61,1614
0.66,750
0.71,508
0.76,409
0.81,402
0.86,388
0.91,394
0.96,396
