"effort","total_infected, edges_closed"
0,1296
0.01,1320
0.06,1419
0.11,1444
0.16,1491
0.21,1556
0.26,1623
0.31,1690
0.36,1733
0.41,1763
0.46,1803
0.51,1864
0.56,1863
0.61,1704
0.66,1161
0.71,495
0.76,448
0.81,455
0.86,438
0.91,430
0.96,456
