"effort","total_infected, edges_closed"
0,1285
0.01,1284
0.06,1282
0.11,1220
0.16,1244
0.21,1262
0.26,1255
0.31,1320
0.36,1232
0.41,1251
0.46,1284
0.51,1298
0.56,1287
0.61,1285
0.66,1264
0.71,1266
0.76,1241
0.81,1233
0.86,1264
0.91,1215
0.96,1237
