"effort","total_infected, edges_closed"
0,1264
0.01,1275
0.06,1401
0.11,1455
0.16,1487
0.21,1597
0.26,1629
0.31,1659
0.36,1714
0.41,1761
0.46,1844
0.51,1879
0.56,1848
0.61,1781
0.66,1344
0.71,529
0.76,329
0.81,326
0.86,336
0.91,320
0.96,326
