"effort","total_infected, edges_closed"
0,1262
0.01,1281
0.06,1386
0.11,1455
0.16,1525
0.21,1544
0.26,1603
0.31,1660
0.36,1727
0.41,1754
0.46,1843
0.51,1881
0.56,1418
0.61,1682
0.66,1011
0.71,406
0.76,342
0.81,346
0.86,352
0.91,340
0.96,346
