"effort","total_infected, edges_closed"
0,1283
0.01,1274
0.06,1269
0.11,1273
0.16,1308
0.21,1281
0.26,1264
0.31,1235
0.36,1287
0.41,1273
0.46,1234
0.51,1290
0.56,1284
0.61,1230
0.66,1252
0.71,1270
0.76,1219
0.81,1258
0.86,1229
0.91,1216
0.96,1271
