"effort","total_infected, edges_closed"
0,1255
0.01,1293
0.06,1346
0.11,1463
0.16,1498
0.21,1569
0.26,1579
0.31,1618
0.36,1749
0.41,1791
0.46,1803
0.51,1831
0.56,1875
0.61,1776
0.66,979
0.71,365
0.76,258
0.81,269
0.86,265
0.91,263
0.96,279
