"effort","total_infected, edges_closed"
0,1270
0.01,1308
0.06,1385
0.11,1488
0.16,1520
0.21,1573
0.26,1607
0.31,1671
0.36,1684
0.41,1785
0.46,1792
0.51,1869
0.56,1831
0.61,1625
0.66,1340
0.71,494
0.76,401
0.81,407
0.86,402
0.91,404
0.96,381
