"effort","total_infected, edges_closed"
0,1278
0.01,1273
0.06,1343
0.11,1441
0.16,1501
0.21,1538
0.26,1581
0.31,1653
0.36,1717
0.41,1767
0.46,1828
0.51,1889
0.56,1838
0.61,1655
0.66,1080
0.71,340
0.76,304
0.81,296
0.86,308
0.91,299
0.96,305
