"effort","total_infected, edges_closed"
0,1295
0.01,1300
0.06,1355
0.11,1469
0.16,1508
0.21,1586
0.26,1627
0.31,1627
0.36,1704
0.41,1745
0.46,1808
0.51,1831
0.56,1855
0.61,1697
0.66,1066
0.71,479
0.76,390
0.81,412
0.86,398
0.91,382
0.96,386
