"effort","total_infected, edges_closed"
0,1257
0.01,1266
0.06,1376
0.11,1469
0.16,1520
0.21,1564
0.26,1606
0.31,1644
0.36,1721
0.41,1784
0.46,1831
0.51,1889
0.56,1854
0.61,1697
0.66,1222
0.71,481
0.76,444
0.81,436
0.86,454
0.91,441
0.96,452
