"effort","total_infected, edges_closed"
0,1264
0.01,1315
0.06,1396
0.11,1460
0.16,1527
0.21,1557
0.26,1600
0.31,1672
0.36,1723
0.41,1808
0.46,1783
0.51,1871
0.56,1807
0.61,1660
0.66,1402
0.71,542
0.76,464
0.81,460
0.86,455
0.91,454
0.96,441
