"effort","total_infected, edges_closed"
0,1258
0.01,1256
0.06,1386
0.11,1423
0.16,1481
0.21,1554
0.26,1600
0.31,1654
0.36,1726
0.41,1773
0.46,1804
0.51,1823
0.56,1797
0.61,1675
0.66,1099
0.71,387
0.76,363
0.81,345
0.86,345
0.91,340
0.96,350
