"effort","total_infected, edges_closed"
0,1211
0.01,1257
0.06,1352
0.11,1446
0.16,1492
0.21,1532
0.26,1592
0.31,1655
0.36,1737
0.41,1745
0.46,1834
0.51,1859
0.56,1844
0.61,1647
0.66,1206
0.71,466
0.76,434
0.81,437
0.86,437
0.91,436
0.96,438
