"effort","total_infected, edges_closed"
0,1254
0.01,1283
0.06,1417
0.11,1445
0.16,1472
0.21,1570
0.26,1593
0.31,1637
0.36,1697
0.41,1767
0.46,1810
0.51,1881
0.56,1817
0.61,1704
0.66,1172
0.71,513
0.76,445
0.81,434
0.86,448
0.91,442
0.96,442
