"effort","total_infected, edges_closed"
0,1236
0.01,1320
0.06,1409
0.11,1458
0.16,1506
0.21,1544
0.26,1592
0.31,1646
0.36,1755
0.41,1800
0.46,1839
0.51,1866
0.56,1857
0.61,1662
0.66,994
0.71,433
0.76,329
0.81,339
0.86,340
0.91,356
0.96,326
