"effort","total_infected, edges_closed"
0,1248
0.01,1266
0.06,1382
0.11,1466
0.16,1520
0.21,1533
0.26,1609
0.31,1634
0.36,1691
0.41,1770
0.46,1820
0.51,1829
0.56,1874
0.61,1370
0.66,1002
0.71,345
0.76,300
0.81,311
0.86,312
0.91,306
0.96,304
