"effort","total_infected, edges_closed"
0,1276
0.01,1263
0.06,1366
0.11,1432
0.16,1485
0.21,1565
0.26,1593
0.31,1624
0.36,1732
0.41,1744
0.46,1848
0.51,1850
0.56,1843
0.61,1764
0.66,1018
0.71,428
0.76,393
0.81,378
0.86,378
0.91,399
0.96,390
