"effort","total_infected, edges_closed"
0,1283
0.01,1259
0.06,1415
0.11,1449
0.16,1517
0.21,1546
0.26,1593
0.31,1650
0.36,1711
0.41,1741
0.46,1828
0.51,1889
0.56,1822
0.61,1354
0.66,1022
0.71,379
0.76,302
0.81,288
0.86,293
0.91,301
0.96,290
