"effort","total_infected, edges_closed"
0,1274
0.01,1246
0.06,1399
0.11,1435
0.16,1500
0.21,1564
0.26,1654
0.31,1652
0.36,1673
0.41,1740
0.46,1816
0.51,1880
0.56,1822
0.61,1388
0.66,1065
0.71,382
0.76,294
0.81,301
0.86,297
0.91,288
0.96,302
