"effort","total_infected"
0,3273
0.01,3143
0.06,2401
0.11,855
0.16,33
0.21,10
0.26,8
0.31,6
0.36,5
0.41,4
0.46,4
0.51,4
0.56,4
0.61,4
0.66,4
0.71,3
0.76,3
0.81,2
0.86,2
0.91,1
0.96,1
