"effort","total_infected"
0,1258
0.01,1243
0.06,1171
0.11,1057
0.16,1024
0.21,929
0.26,881
0.31,810
0.36,750
0.41,655
0.46,647
0.51,616
0.56,568
0.61,518
0.66,498
0.71,446
0.76,399
0.81,388
0.86,337
0.91,324
0.96,283
