"effort","total_infected"
0,1305
0.01,1243
0.06,1287
0.11,1266
0.16,1283
0.21,1303
0.26,1215
0.31,1231
0.36,1237
0.41,1260
0.46,1280
0.51,1264
0.56,1271
0.61,1235
0.66,1219
0.71,1262
0.76,1270
0.81,1246
0.86,1251
0.91,1292
0.96,1225
