"effort","total_infected"
0,1236
0.01,1262
0.06,1235
0.11,1263
0.16,1202
0.21,1260
0.26,1292
0.31,1270
0.36,1245
0.41,1232
0.46,1235
0.51,1289
0.56,1256
0.61,1231
0.66,1277
0.71,1235
0.76,1303
0.81,1277
0.86,1270
0.91,1279
0.96,1269
