"effort","total_infected"
0,1277
0.01,1252
0.06,1266
0.11,1287
0.16,1244
0.21,1252
0.26,1241
0.31,1260
0.36,1296
0.41,1233
0.46,1279
0.51,1267
0.56,1255
0.61,1289
0.66,1257
0.71,1271
0.76,1274
0.81,1288
0.86,1287
0.91,1258
0.96,1283
