"effort","total_infected"
0,3273
0.01,3235
0.06,3017
0.11,2786
0.16,2557
0.21,2358
0.26,2049
0.31,1818
0.36,1644
0.41,1482
0.46,3
0.51,3
0.56,3
0.61,3
0.66,3
0.71,2
0.76,2
0.81,2
0.86,2
0.91,1
0.96,1
