"effort","total_infected"
0,3273
0.01,3218
0.06,2988
0.11,2800
0.16,2600
0.21,2400
0.26,2173
0.31,1940
0.36,1702
0.41,1542
0.46,1371
0.51,1162
0.56,1020
0.61,869
0.66,654
0.71,520
0.76,365
0.81,238
0.86,31
0.91,21
0.96,5
