"effort","total_infected"
0,3273
0.01,3241
0.06,3018
0.11,2782
0.16,2554
0.21,2342
0.26,2141
0.31,1960
0.36,1746
0.41,1554
0.46,1360
0.51,1169
0.56,1005
0.61,1
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
