"effort","total_infected"
0,3273
0.01,3232
0.06,3024
0.11,2822
0.16,2582
0.21,2384
0.26,2191
0.31,2001
0.36,1781
0.41,1579
0.46,1419
0.51,1234
0.56,1046
0.61,849
0.66,686
0.71,528
0.76,386
0.81,280
0.86,191
0.91,1
0.96,1
