time, s, i, r
0, 3285, 1, 0
1, 3279, 7, 0
2, 2974, 312, 0
3, 1522, 1764, 0
4, 663, 2623, 0
5, 279, 3006, 1
6, 88, 3192, 6
7, 25, 3093, 168
8, 11, 1961, 1314
9, 5, 888, 2393
10, 2, 369, 2915
11, 2, 126, 3158
12, 0, 46, 3240
13, 0, 18, 3268
14, 0, 6, 3280
15, 0, 5, 3281
16, 0, 2, 3284
17, 0, 0, 3286
