time, s, i, r
0, 3285, 1, 0
1, 3277, 9, 0
2, 3033, 253, 0
3, 2424, 862, 0
4, 1179, 2107, 0
5, 424, 2861, 1
6, 139, 3140, 7
7, 33, 3166, 87
8, 14, 2702, 570
9, 9, 1522, 1755
10, 2, 607, 2677
11, 2, 192, 3092
12, 0, 64, 3222
13, 0, 24, 3262
14, 0, 9, 3277
15, 0, 6, 3280
16, 0, 2, 3284
17, 0, 0, 3286
