time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3141, 145, 0
3, 2930, 356, 0
4, 1981, 1305, 0
5, 769, 2516, 1
6, 237, 3047, 2
7, 64, 3187, 35
8, 19, 3016, 251
9, 8, 2283, 995
10, 3, 1095, 2188
11, 2, 342, 2942
12, 0, 110, 3176
13, 0, 33, 3253
14, 0, 10, 3276
15, 0, 6, 3280
16, 0, 3, 3283
17, 0, 0, 3286
