time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3191, 95, 0
3, 2562, 724, 0
4, 1444, 1842, 0
5, 494, 2791, 1
6, 170, 3114, 2
7, 55, 3196, 35
8, 20, 2837, 429
9, 9, 1751, 1526
10, 4, 741, 2541
11, 2, 245, 3039
12, 0, 82, 3204
13, 0, 33, 3253
14, 0, 15, 3271
15, 0, 6, 3280
16, 0, 3, 3283
17, 0, 0, 3286
