time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3272, 14, 0
4, 3272, 14, 0
5, 3270, 15, 1
6, 3233, 52, 1
7, 2670, 613, 3
8, 2061, 1217, 8
9, 859, 2413, 14
10, 215, 3055, 16
11, 73, 3173, 40
12, 21, 2869, 396
13, 10, 2366, 910
14, 3, 1126, 2157
15, 2, 366, 2918
16, 0, 106, 3180
17, 0, 38, 3248
18, 0, 14, 3272
19, 0, 6, 3280
20, 0, 3, 3283
21, 0, 0, 3286
