time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3281, 5, 0
4, 3281, 5, 0
5, 3279, 6, 1
6, 3269, 16, 1
7, 3111, 172, 3
8, 1601, 1681, 4
9, 576, 2705, 5
10, 233, 3046, 7
11, 51, 3223, 12
12, 14, 3125, 147
13, 8, 1899, 1379
14, 1, 855, 2430
15, 1, 311, 2974
16, 0, 90, 3196
17, 0, 29, 3257
18, 0, 8, 3278
19, 0, 4, 3282
20, 0, 1, 3285
21, 0, 0, 3286
