time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3270, 16, 0
4, 3089, 197, 0
5, 1978, 1307, 1
6, 792, 2493, 1
7, 340, 2944, 2
8, 115, 3161, 10
9, 42, 3153, 91
10, 11, 2374, 901
11, 7, 1091, 2188
12, 2, 458, 2826
13, 2, 166, 3118
14, 0, 63, 3223
15, 0, 22, 3264
16, 0, 8, 3278
17, 0, 5, 3281
18, 0, 2, 3284
19, 0, 0, 3286
