time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3202, 84, 0
4, 2708, 578, 0
5, 1469, 1816, 1
6, 535, 2750, 1
7, 200, 3084, 2
8, 60, 3170, 56
9, 22, 2922, 342
10, 10, 1788, 1488
11, 5, 798, 2483
12, 2, 268, 3016
13, 1, 94, 3191
14, 0, 37, 3249
15, 0, 16, 3270
16, 0, 6, 3280
17, 0, 4, 3282
18, 0, 1, 3285
19, 0, 0, 3286
