time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3281, 5, 0
3, 2976, 310, 0
4, 1902, 1384, 0
5, 861, 2424, 1
6, 313, 2972, 1
7, 93, 3188, 5
8, 44, 3063, 179
9, 13, 2298, 975
10, 8, 1138, 2140
11, 2, 444, 2840
12, 2, 149, 3135
13, 0, 59, 3227
14, 0, 25, 3261
15, 0, 9, 3277
16, 0, 5, 3281
17, 0, 2, 3284
18, 0, 0, 3286
