time, s, i, r
0, 3285, 1, 0
1, 3277, 9, 0
2, 3010, 276, 0
3, 2346, 940, 0
4, 1218, 2068, 0
5, 459, 2826, 1
6, 173, 3106, 7
7, 55, 3103, 128
8, 16, 2636, 634
9, 8, 1545, 1733
10, 3, 648, 2635
11, 2, 240, 3044
12, 1, 80, 3205
13, 0, 29, 3257
14, 0, 12, 3274
15, 0, 5, 3281
16, 0, 3, 3283
17, 0, 1, 3285
18, 0, 0, 3286
