time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3278, 8, 0
3, 3256, 30, 0
4, 3121, 165, 0
5, 2647, 638, 1
6, 1138, 2145, 3
7, 403, 2877, 6
8, 127, 3139, 20
9, 50, 3154, 82
10, 13, 2749, 524
11, 8, 1506, 1772
12, 2, 582, 2702
13, 2, 189, 3095
14, 0, 74, 3212
15, 0, 26, 3260
16, 0, 8, 3278
17, 0, 6, 3280
18, 0, 2, 3284
19, 0, 0, 3286
