time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3277, 9, 0
4, 3273, 13, 0
5, 3087, 198, 1
6, 2351, 934, 1
7, 1250, 2034, 2
8, 479, 2801, 6
9, 174, 3102, 10
10, 57, 3137, 92
11, 16, 2677, 593
12, 8, 1578, 1700
13, 3, 669, 2614
14, 2, 249, 3035
15, 1, 81, 3204
16, 0, 31, 3255
17, 0, 12, 3274
18, 0, 5, 3281
19, 0, 3, 3283
20, 0, 1, 3285
21, 0, 0, 3286
