time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3281, 5, 0
3, 3181, 105, 0
4, 2647, 639, 0
5, 1921, 1364, 1
6, 602, 2683, 1
7, 187, 3094, 5
8, 51, 3157, 78
9, 15, 2865, 406
10, 8, 2159, 1119
11, 2, 898, 2386
12, 2, 287, 2997
13, 0, 79, 3207
14, 0, 30, 3256
15, 0, 8, 3278
16, 0, 6, 3280
17, 0, 2, 3284
18, 0, 0, 3286
