time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3263, 23, 0
3, 2745, 541, 0
4, 1212, 2074, 0
5, 454, 2831, 1
6, 125, 3158, 3
7, 35, 3232, 19
8, 12, 2914, 360
9, 6, 1583, 1697
10, 2, 641, 2643
11, 0, 192, 3094
12, 0, 63, 3223
13, 0, 17, 3269
14, 0, 8, 3278
15, 0, 4, 3282
16, 0, 0, 3286
