time, s, i, r
0, 3285, 1, 0
1, 3222, 64, 0
2, 2694, 592, 0
3, 1624, 1662, 0
4, 681, 2605, 0
5, 278, 3007, 1
6, 74, 3187, 25
7, 32, 2916, 338
8, 11, 1944, 1331
9, 4, 927, 2355
10, 2, 360, 2924
11, 2, 124, 3160
12, 0, 47, 3239
13, 0, 17, 3269
14, 0, 6, 3280
15, 0, 4, 3282
16, 0, 2, 3284
17, 0, 0, 3286
