time, s, i, r
0, 3285, 1, 0
1, 3217, 69, 0
2, 3087, 199, 0
3, 2831, 455, 0
4, 1676, 1610, 0
5, 654, 2631, 1
6, 304, 2936, 46
7, 81, 3066, 139
8, 43, 2947, 296
9, 12, 1964, 1310
10, 6, 951, 2329
11, 2, 389, 2895
12, 2, 127, 3157
13, 0, 55, 3231
14, 0, 24, 3262
15, 0, 8, 3278
16, 0, 5, 3281
17, 0, 2, 3284
18, 0, 0, 3286
