time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3273, 13, 0
3, 3246, 40, 0
4, 2937, 349, 0
5, 2067, 1218, 1
6, 1004, 2279, 3
7, 386, 2893, 7
8, 107, 3146, 33
9, 47, 3014, 225
10, 16, 2420, 850
11, 9, 1312, 1965
12, 3, 549, 2734
13, 2, 158, 3126
14, 0, 73, 3213
15, 0, 28, 3258
16, 0, 12, 3274
17, 0, 6, 3280
18, 0, 2, 3284
19, 0, 0, 3286
