time, s, i, r
0, 3285, 1, 0
1, 3226, 60, 0
2, 2625, 661, 0
3, 1212, 2074, 0
4, 565, 2721, 0
5, 227, 3058, 1
6, 68, 3163, 55
7, 19, 2737, 530
8, 10, 1562, 1714
9, 3, 727, 2556
10, 2, 304, 2980
11, 1, 102, 3183
12, 0, 36, 3250
13, 0, 13, 3273
14, 0, 5, 3281
15, 0, 3, 3283
16, 0, 1, 3285
17, 0, 0, 3286
