time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3194, 92, 0
3, 2045, 1241, 0
4, 826, 2460, 0
5, 382, 2903, 1
6, 150, 3134, 2
7, 36, 3167, 83
8, 15, 2389, 882
9, 6, 1156, 2124
10, 2, 491, 2793
11, 2, 201, 3083
12, 0, 60, 3226
13, 0, 24, 3262
14, 0, 10, 3276
15, 0, 4, 3282
16, 0, 2, 3284
17, 0, 0, 3286
