time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3229, 57, 0
3, 2819, 467, 0
4, 1910, 1376, 0
5, 777, 2508, 1
6, 262, 3021, 3
7, 80, 3183, 23
8, 22, 3015, 249
9, 10, 2231, 1045
10, 4, 1074, 2208
11, 2, 373, 2911
12, 1, 121, 3164
13, 0, 40, 3246
14, 0, 15, 3271
15, 0, 6, 3280
16, 0, 4, 3282
17, 0, 1, 3285
18, 0, 0, 3286
