time, s, i, r
0, 3285, 1, 0
1, 3278, 8, 0
2, 3278, 8, 0
3, 2999, 287, 0
4, 2021, 1265, 0
5, 1039, 2246, 1
6, 402, 2883, 1
7, 146, 3132, 8
8, 46, 3038, 202
9, 16, 2398, 872
10, 9, 1308, 1969
11, 3, 578, 2705
12, 2, 202, 3082
13, 0, 74, 3212
14, 0, 28, 3258
15, 0, 12, 3274
16, 0, 6, 3280
17, 0, 2, 3284
18, 0, 0, 3286
