time, s, i, r
0, 3285, 1, 0
1, 3275, 11, 0
2, 2949, 337, 0
3, 1719, 1567, 0
4, 691, 2595, 0
5, 282, 3003, 1
6, 85, 3191, 10
7, 27, 3006, 253
8, 12, 1999, 1275
9, 6, 975, 2305
10, 2, 368, 2916
11, 2, 137, 3147
12, 0, 45, 3241
13, 0, 18, 3268
14, 0, 8, 3278
15, 0, 4, 3282
16, 0, 2, 3284
17, 0, 0, 3286
