time, s, i, r
0, 3285, 1, 0
1, 3273, 13, 0
2, 3273, 13, 0
3, 2766, 520, 0
4, 1547, 1739, 0
5, 569, 2716, 1
6, 181, 3104, 1
7, 52, 3221, 13
8, 17, 2995, 274
9, 9, 1840, 1437
10, 2, 826, 2458
11, 1, 264, 3021
12, 0, 85, 3201
13, 0, 29, 3257
14, 0, 12, 3274
15, 0, 5, 3281
16, 0, 1, 3285
17, 0, 0, 3286
