time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3208, 78, 0
4, 2493, 793, 0
5, 992, 2293, 1
6, 452, 2833, 1
7, 130, 3154, 2
8, 45, 3186, 55
9, 14, 2696, 576
10, 5, 1370, 1911
11, 2, 586, 2698
12, 2, 205, 3079
13, 0, 67, 3219
14, 0, 23, 3263
15, 0, 9, 3277
16, 0, 4, 3282
17, 0, 2, 3284
18, 0, 0, 3286
