time, s, i, r
0, 3285, 1, 0
1, 3270, 16, 0
2, 3220, 66, 0
3, 2794, 492, 0
4, 2265, 1021, 0
5, 885, 2400, 1
6, 276, 3008, 2
7, 85, 3175, 26
8, 21, 2979, 286
9, 10, 2450, 826
10, 3, 1217, 2066
11, 2, 429, 2855
12, 0, 122, 3164
13, 0, 41, 3245
14, 0, 14, 3272
15, 0, 6, 3280
16, 0, 3, 3283
17, 0, 0, 3286
