time, s, i, r
0, 3285, 1, 0
1, 3271, 15, 0
2, 2942, 344, 0
3, 2326, 960, 0
4, 1066, 2220, 0
5, 330, 2955, 1
6, 111, 3166, 9
7, 22, 3107, 157
8, 12, 2637, 637
9, 5, 1406, 1875
10, 2, 498, 2786
11, 0, 152, 3134
12, 0, 49, 3237
13, 0, 16, 3270
14, 0, 7, 3279
15, 0, 4, 3282
16, 0, 0, 3286
