time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3052, 234, 0
4, 2377, 909, 0
5, 1181, 2104, 1
6, 478, 2807, 1
7, 171, 3111, 4
8, 49, 3095, 142
9, 18, 2684, 584
10, 9, 1495, 1782
11, 3, 674, 2609
12, 2, 239, 3045
13, 0, 80, 3206
14, 0, 29, 3257
15, 0, 13, 3273
16, 0, 6, 3280
17, 0, 2, 3284
18, 0, 0, 3286
