time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3252, 34, 0
3, 3252, 34, 0
4, 3014, 272, 0
5, 2514, 771, 1
6, 1444, 1840, 2
7, 378, 2905, 3
8, 140, 3112, 34
9, 39, 3086, 161
10, 15, 2781, 490
11, 6, 1735, 1545
12, 3, 638, 2645
13, 2, 194, 3090
14, 0, 57, 3229
15, 0, 27, 3259
16, 0, 9, 3277
17, 0, 5, 3281
18, 0, 3, 3283
19, 0, 0, 3286
