time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3283, 3, 0
4, 3282, 4, 0
5, 3281, 4, 1
6, 3281, 4, 1
7, 3237, 47, 2
8, 2862, 421, 3
9, 2268, 1014, 4
10, 1202, 2080, 4
11, 342, 2939, 5
12, 142, 3099, 45
13, 34, 2986, 266
14, 14, 2551, 721
15, 6, 1512, 1768
16, 3, 539, 2744
17, 2, 188, 3096
18, 0, 57, 3229
19, 0, 24, 3262
20, 0, 8, 3278
21, 0, 6, 3280
22, 0, 3, 3283
23, 0, 0, 3286
