time, s, i, r
0, 3285, 1, 0
1, 3254, 32, 0
2, 3000, 286, 0
3, 2364, 922, 0
4, 1170, 2116, 0
5, 412, 2873, 1
6, 130, 3133, 23
7, 46, 3073, 167
8, 15, 2617, 654
9, 9, 1480, 1797
10, 3, 620, 2663
11, 2, 188, 3096
12, 0, 72, 3214
13, 0, 27, 3259
14, 0, 12, 3274
15, 0, 6, 3280
16, 0, 2, 3284
17, 0, 0, 3286
